time,Ribosome,coli Pol,coli Pol-P,coli Pol-2.0,coli Pol-P-2.0,tabasco_id,sim_count
295,1.78,0.02,139.78,0,1414.76,gp1,3249.55
300,1.95,0,116.95,0,1439.41,gp1,3248.27
305,1.85,0,97.9,0,1459.78,gp1,3242.89
310,1.6,0,81.83,0,1477.02,gp1,3233.21
315,1.69,0,69.76,0,1490.57,gp1,3226.18
320,1.57,0,60.76,0,1501.84,gp1,3220.75
325,1.71,0,53.68,0,1510.06,gp1,3214.83
330,1.42,0,46.38,0,1518.44,gp1,3210.73
335,1.4,0,44.16,0,1521.44,gp1,3209.49
340,1.23,0,39.12,0,1526.49,gp1,3213.36
345,0.97,0,35.87,0,1529.09,gp1,3209.34
350,1.15,0,32.96,0,1531.64,gp1,3210.81
355,1.06,0,31.34,0,1532.49,gp1,3210.51
360,1.12,0,28.84,0,1535.16,gp1,3211.7
365,1.06,0,26.89,0,1537.87,gp1,3202.46
370,0.9,0,25.57,0,1539.8,gp1,3194.97
375,0.98,0,24.06,0,1541.49,gp1,3190.22
380,0.94,0,23.07,0,1543.44,gp1,3188.71
385,0.93,0,22.74,0,1544.66,gp1,3183.21
390,1.08,0,20.67,0,1547.04,gp1,3178.51
395,0.73,0,19.88,0,1548.81,gp1,3169.27
400,0.99,0,18.78,0,1551.2,gp1,3155.98
405,0.98,0,17.79,0,1553.27,gp1,3143.57
410,0.89,0,17.8,0,1554.59,gp1,3126.9
415,0.87,0,17.03,0,1556.05,gp1,3106.7
420,0.83,0,16.05,0,1558.21,gp1,3090.38
425,0.72,0,16.53,0,1559.19,gp1,3072.04
430,0.71,0,14.99,0,1562.5,gp1,3053.3
435,0.83,0,15.49,0,1564.18,gp1,3037.19
440,0.83,0,14.64,0,1568.04,gp1,3013.47
445,0.91,0,13.72,0,1571.68,gp1,2987.05
450,0.72,0,13.54,0,1574,gp1,2961.1
455,0.81,0,13.26,0,1577.02,gp1,2936.06
460,0.79,0,12.99,0,1580.31,gp1,2919
465,0.73,0,13.28,0,1582.59,gp1,2902.15
470,0.51,0,12.47,0,1586.1,gp1,2878.53
475,0.81,0,12.21,0,1588.81,gp1,2855.48
480,0.83,0,12.27,0,1592.33,gp1,2825.97
485,0.65,0,11.64,0,1596.09,gp1,2802.29
490,0.73,0,11.5,0,1598.71,gp1,2776.43
495,0.59,0,11.09,0,1602.68,gp1,2749.6
500,0.68,0,11.36,0,1606.11,gp1,2718.65
505,0.81,0,10.66,0,1609.3,gp1,2690.34
510,0.67,0,9.95,0,1613.59,gp1,2656.69
515,0.56,0,10.82,0,1615.46,gp1,2624.54
520,0.62,0,10.2,0,1619.04,gp1,2597.37
525,0.72,0,9.52,0,1621.81,gp1,2574.6
530,0.64,0,9.84,0,1623.63,gp1,2550.76
535,0.61,0,10.25,0,1625.32,gp1,2526.96
540,0.91,0,9.82,0,1627.89,gp1,2504.15
545,0.67,0,8.75,0,1630.71,gp1,2473.63
550,0.63,0,8.77,0,1632.42,gp1,2444.88
555,0.58,0,9.03,0,1634.46,gp1,2415.19
560,0.61,0,8.27,0,1637.47,gp1,2385.16
565,0.72,0,8.58,0,1639.63,gp1,2357.27
570,0.64,0,8.38,0,1642.43,gp1,2327.84
575,0.48,0,8.29,0,1644.94,gp1,2300.48
580,0.67,0,8.03,0,1647.17,gp1,2273.23
585,0.55,0,8.52,0,1648.64,gp1,2248.42
590,0.62,0,7.58,0,1651.43,gp1,2219.33
595,0.54,0,7.8,0,1652.86,gp1,2181.92
600,0.72,0,7.57,0,1654.42,gp1,2145.62
0,10000,1800,0,0,0,gp1-3.5,0
5,10000,1800,0,0,0,gp1-3.5,0
10,10000,1793.88,0,0,0,gp1-3.5,0
15,9999.51,1781.57,0,0,0,gp1-3.5,0
20,9989.69,1770.04,0,0,0,gp1-3.5,0
25,9963.88,1757.52,0,0,0,gp1-3.5,0
30,9918.78,1744.88,0,0,0,gp1-3.5,0
35,9850.47,1731.92,0,0,0,gp1-3.5,0
40,9766.34,1718.8,0,0,0,gp1-3.5,0
45,9667.28,1705.8,0,0,0,gp1-3.5,0
50,9554.44,1693.27,0,0,0,gp1-3.5,0
55,9425.96,1679.83,0,0,0,gp1-3.5,0
60,9285.17,1666.84,0,0,0,gp1-3.5,0
65,9126,1653.17,0.5,0,0,gp1-3.5,0
70,8952.37,1632.26,7.48,0,0,gp1-3.5,0
75,8762.78,1599.37,26.91,0,0,gp1-3.5,0
80,8558.46,1554.28,59.16,0,0,gp1-3.5,0
85,8339.29,1494.36,105.86,0,0,gp1-3.5,0
90,8104.66,1419.93,166.77,0,0,gp1-3.5,0
95,7856.39,1333.03,240.95,0,0,gp1-3.5,0
100,7591.81,1233.41,328.19,0,0,gp1-3.5,0
105,7317.98,1120.09,429.43,0,0,gp1-3.5,0
110,7030.46,993.81,544.08,0,0,gp1-3.5,0
115,6729.1,852.71,674.39,0,0,gp1-3.5,0
120,6421.89,697.35,818.59,0,0,gp1-3.5,0
125,6100.4,529.41,976.28,0,0,gp1-3.5,0
130,5769.92,350.49,1145.79,0,0,gp1-3.5,0
135,5429.06,161.43,1326.34,0,0,gp1-3.5,0
140,5078.4,19.52,1461.11,0,0,gp1-3.5,0
145,4702.57,0,1474.67,0,0,gp1-3.5,0
150,4310.22,0,1468.65,0,0,gp1-3.5,0
155,3890.91,0,1462.38,0,0,gp1-3.5,0
160,3449.48,0,1456.22,0,0,gp1-3.5,0
165,2979.58,0.01,1452.3,0,0,gp1-3.5,0
170,2468.11,0.03,1451.42,0,0.01,gp1-3.5,0
175,1875.75,0,1450.24,0,1.19,gp1-3.5,0
180,1201.2,0.01,1443.48,0,10.58,gp1-3.5,0
185,490.14,0.01,1423.48,0,35.78,gp1-3.5,0.04
190,98.02,0,1386.27,0,79.12,gp1-3.5,2.19
195,29.09,0,1333.93,0,136.85,gp1-3.5,15
200,17.78,0.01,1273.39,0,203.26,gp1-3.5,43.48
205,13.74,0,1209.5,0,273.5,gp1-3.5,85.38
210,11.27,0.03,1141.78,0,348.37,gp1-3.5,138.54
215,8.82,0,1069.43,0,427.82,gp1-3.5,201.65
220,8.03,0.02,996.23,0,507.74,gp1-3.5,269.91
225,6.06,0,923.61,0,586.83,gp1-3.5,346.42
230,5.61,0.01,851.79,0,664.85,gp1-3.5,425.43
235,5.03,0,782.52,0,739.37,gp1-3.5,503.51
240,4.4,0,712.34,0,813.45,gp1-3.5,583.69
245,4.2,0,645.86,0,883.49,gp1-3.5,663.4
250,3.5,0.01,580.07,0,953.46,gp1-3.5,743.84
255,3.24,0,517.55,0,1019.44,gp1-3.5,822.29
260,3.49,0,456.64,0,1082.71,gp1-3.5,901.51
265,2.72,0,399.47,0,1142.49,gp1-3.5,978.85
270,2.41,0.01,344.02,0,1200.36,gp1-3.5,1054.7
275,2.44,0,293.27,0,1253.71,gp1-3.5,1129.76
280,2.81,0,245.49,0,1302.93,gp1-3.5,1202.47
285,2.13,0,204.12,0,1346.94,gp1-3.5,1273.63
290,2.17,0.02,170.64,0,1382.15,gp1-3.5,1342.89
295,1.78,0.02,139.78,0,1414.76,gp1-3.5,1412.08
300,1.95,0,116.95,0,1439.41,gp1-3.5,1478.48
305,1.85,0,97.9,0,1459.78,gp1-3.5,1541.55
310,1.6,0,81.83,0,1477.02,gp1-3.5,1605.27
315,1.69,0,69.76,0,1490.57,gp1-3.5,1667.99
320,1.57,0,60.76,0,1501.84,gp1-3.5,1730.18
325,1.71,0,53.68,0,1510.06,gp1-3.5,1791.74
330,1.42,0,46.38,0,1518.44,gp1-3.5,1851.79
335,1.4,0,44.16,0,1521.44,gp1-3.5,1912.23
340,1.23,0,39.12,0,1526.49,gp1-3.5,1970.24
345,0.97,0,35.87,0,1529.09,gp1-3.5,2028.25
350,1.15,0,32.96,0,1531.64,gp1-3.5,2084.53
355,1.06,0,31.34,0,1532.49,gp1-3.5,2138.42
360,1.12,0,28.84,0,1535.16,gp1-3.5,2191.94
365,1.06,0,26.89,0,1537.87,gp1-3.5,2246
370,0.9,0,25.57,0,1539.8,gp1-3.5,2298.06
375,0.98,0,24.06,0,1541.49,gp1-3.5,2348.57
380,0.94,0,23.07,0,1543.44,gp1-3.5,2399.46
385,0.93,0,22.74,0,1544.66,gp1-3.5,2448.55
390,1.08,0,20.67,0,1547.04,gp1-3.5,2498.58
395,0.73,0,19.88,0,1548.81,gp1-3.5,2546.28
400,0.99,0,18.78,0,1551.2,gp1-3.5,2596.96
405,0.98,0,17.79,0,1553.27,gp1-3.5,2643.63
410,0.89,0,17.8,0,1554.59,gp1-3.5,2694.05
415,0.87,0,17.03,0,1556.05,gp1-3.5,2742.18
420,0.83,0,16.05,0,1558.21,gp1-3.5,2789.99
425,0.72,0,16.53,0,1559.19,gp1-3.5,2840
430,0.71,0,14.99,0,1562.5,gp1-3.5,2889.89
435,0.83,0,15.49,0,1564.18,gp1-3.5,2934.99
440,0.83,0,14.64,0,1568.04,gp1-3.5,2983.24
445,0.91,0,13.72,0,1571.68,gp1-3.5,3033.11
450,0.72,0,13.54,0,1574,gp1-3.5,3079.28
455,0.81,0,13.26,0,1577.02,gp1-3.5,3126.6
460,0.79,0,12.99,0,1580.31,gp1-3.5,3174.21
465,0.73,0,13.28,0,1582.59,gp1-3.5,3220.11
470,0.51,0,12.47,0,1586.1,gp1-3.5,3268.17
475,0.81,0,12.21,0,1588.81,gp1-3.5,3315.62
480,0.83,0,12.27,0,1592.33,gp1-3.5,3362.34
485,0.65,0,11.64,0,1596.09,gp1-3.5,3410.7
490,0.73,0,11.5,0,1598.71,gp1-3.5,3458.89
495,0.59,0,11.09,0,1602.68,gp1-3.5,3506.81
500,0.68,0,11.36,0,1606.11,gp1-3.5,3554.49
505,0.81,0,10.66,0,1609.3,gp1-3.5,3599.92
510,0.67,0,9.95,0,1613.59,gp1-3.5,3647.73
515,0.56,0,10.82,0,1615.46,gp1-3.5,3694.43
520,0.62,0,10.2,0,1619.04,gp1-3.5,3739.72
525,0.72,0,9.52,0,1621.81,gp1-3.5,3789.71
530,0.64,0,9.84,0,1623.63,gp1-3.5,3836.51
535,0.61,0,10.25,0,1625.32,gp1-3.5,3881.99
540,0.91,0,9.82,0,1627.89,gp1-3.5,3928.1
545,0.67,0,8.75,0,1630.71,gp1-3.5,3975.01
550,0.63,0,8.77,0,1632.42,gp1-3.5,4021.74
555,0.58,0,9.03,0,1634.46,gp1-3.5,4069.84
560,0.61,0,8.27,0,1637.47,gp1-3.5,4116.68
565,0.72,0,8.58,0,1639.63,gp1-3.5,4163.2
570,0.64,0,8.38,0,1642.43,gp1-3.5,4209.57
575,0.48,0,8.29,0,1644.94,gp1-3.5,4258.17
580,0.67,0,8.03,0,1647.17,gp1-3.5,4304.01
585,0.55,0,8.52,0,1648.64,gp1-3.5,4351.37
590,0.62,0,7.58,0,1651.43,gp1-3.5,4395.62
595,0.54,0,7.8,0,1652.86,gp1-3.5,4443.36
600,0.72,0,7.57,0,1654.42,gp1-3.5,4490.7
0,10000,1800,0,0,0,gp0.3,0
5,10000,1800,0,0,0,gp0.3,0
10,10000,1793.88,0,0,0,gp0.3,0
15,9999.51,1781.57,0,0,0,gp0.3,0
20,9989.69,1770.04,0,0,0,gp0.3,0
25,9963.88,1757.52,0,0,0,gp0.3,0.81
30,9918.78,1744.88,0,0,0,gp0.3,9.24
35,9850.47,1731.92,0,0,0,gp0.3,29.15
40,9766.34,1718.8,0,0,0,gp0.3,63.3
45,9667.28,1705.8,0,0,0,gp0.3,110.23
50,9554.44,1693.27,0,0,0,gp0.3,171.96
55,9425.96,1679.83,0,0,0,gp0.3,247.1
60,9285.17,1666.84,0,0,0,gp0.3,335.71
65,9126,1653.17,0.5,0,0,gp0.3,438.44
70,8952.37,1632.26,7.48,0,0,gp0.3,552.9
75,8762.78,1599.37,26.91,0,0,gp0.3,682.67
80,8558.46,1554.28,59.16,0,0,gp0.3,826.52
85,8339.29,1494.36,105.86,0,0,gp0.3,983.67
90,8104.66,1419.93,166.77,0,0,gp0.3,1154.48
95,7856.39,1333.03,240.95,0,0,gp0.3,1337.76
100,7591.81,1233.41,328.19,0,0,gp0.3,1535
105,7317.98,1120.09,429.43,0,0,gp0.3,1745.56
110,7030.46,993.81,544.08,0,0,gp0.3,1965.88
115,6729.1,852.71,674.39,0,0,gp0.3,2200.32
120,6421.89,697.35,818.59,0,0,gp0.3,2445.39
125,6100.4,529.41,976.28,0,0,gp0.3,2704.71
130,5769.92,350.49,1145.79,0,0,gp0.3,2972.27
135,5429.06,161.43,1326.34,0,0,gp0.3,3252.17
140,5078.4,19.52,1461.11,0,0,gp0.3,3541.33
145,4702.57,0,1474.67,0,0,gp0.3,3839.89
150,4310.22,0,1468.65,0,0,gp0.3,4145.15
155,3890.91,0,1462.38,0,0,gp0.3,4461.42
160,3449.48,0,1456.22,0,0,gp0.3,4788.74
165,2979.58,0.01,1452.3,0,0,gp0.3,5127.57
170,2468.11,0.03,1451.42,0,0.01,gp0.3,5476.79
175,1875.75,0,1450.24,0,1.19,gp0.3,5841.45
180,1201.2,0.01,1443.48,0,10.58,gp0.3,6217.77
185,490.14,0.01,1423.48,0,35.78,gp0.3,6607.02
190,98.02,0,1386.27,0,79.12,gp0.3,7006.04
195,29.09,0,1333.93,0,136.85,gp0.3,7407.97
200,17.78,0.01,1273.39,0,203.26,gp0.3,7777.95
205,13.74,0,1209.5,0,273.5,gp0.3,8096.9
210,11.27,0.03,1141.78,0,348.37,gp0.3,8383.77
215,8.82,0,1069.43,0,427.82,gp0.3,8642.35
220,8.03,0.02,996.23,0,507.74,gp0.3,8879.42
225,6.06,0,923.61,0,586.83,gp0.3,9097.61
230,5.61,0.01,851.79,0,664.85,gp0.3,9291.39
235,5.03,0,782.52,0,739.37,gp0.3,9469.18
240,4.4,0,712.34,0,813.45,gp0.3,9632.66
245,4.2,0,645.86,0,883.49,gp0.3,9781.49
250,3.5,0.01,580.07,0,953.46,gp0.3,9920.27
255,3.24,0,517.55,0,1019.44,gp0.3,10050.8
260,3.49,0,456.64,0,1082.71,gp0.3,10172.12
265,2.72,0,399.47,0,1142.49,gp0.3,10283.99
270,2.41,0.01,344.02,0,1200.36,gp0.3,10388.82
275,2.44,0,293.27,0,1253.71,gp0.3,10486.29
280,2.81,0,245.49,0,1302.93,gp0.3,10578.21
285,2.13,0,204.12,0,1346.94,gp0.3,10663.97
290,2.17,0.02,170.64,0,1382.15,gp0.3,10747.24
295,1.78,0.02,139.78,0,1414.76,gp0.3,10823.5
300,1.95,0,116.95,0,1439.41,gp0.3,10897.83
305,1.85,0,97.9,0,1459.78,gp0.3,10965.03
310,1.6,0,81.83,0,1477.02,gp0.3,11028.76
315,1.69,0,69.76,0,1490.57,gp0.3,11089.77
320,1.57,0,60.76,0,1501.84,gp0.3,11146.2
325,1.71,0,53.68,0,1510.06,gp0.3,11199.97
330,1.42,0,46.38,0,1518.44,gp0.3,11250.6
335,1.4,0,44.16,0,1521.44,gp0.3,11298.58
340,1.23,0,39.12,0,1526.49,gp0.3,11343.36
345,0.97,0,35.87,0,1529.09,gp0.3,11385.54
350,1.15,0,32.96,0,1531.64,gp0.3,11425.06
355,1.06,0,31.34,0,1532.49,gp0.3,11463.25
360,1.12,0,28.84,0,1535.16,gp0.3,11500.78
365,1.06,0,26.89,0,1537.87,gp0.3,11536.29
370,0.9,0,25.57,0,1539.8,gp0.3,11570.3
375,0.98,0,24.06,0,1541.49,gp0.3,11600.91
380,0.94,0,23.07,0,1543.44,gp0.3,11630.73
385,0.93,0,22.74,0,1544.66,gp0.3,11659.87
390,1.08,0,20.67,0,1547.04,gp0.3,11686.95
395,0.73,0,19.88,0,1548.81,gp0.3,11713.43
400,0.99,0,18.78,0,1551.2,gp0.3,11738.33
405,0.98,0,17.79,0,1553.27,gp0.3,11763.75
410,0.89,0,17.8,0,1554.59,gp0.3,11787.14
415,0.87,0,17.03,0,1556.05,gp0.3,11810.55
420,0.83,0,16.05,0,1558.21,gp0.3,11832.27
425,0.72,0,16.53,0,1559.19,gp0.3,11854.23
430,0.71,0,14.99,0,1562.5,gp0.3,11875.17
435,0.83,0,15.49,0,1564.18,gp0.3,11895.18
440,0.83,0,14.64,0,1568.04,gp0.3,11914.94
445,0.91,0,13.72,0,1571.68,gp0.3,11933.82
450,0.72,0,13.54,0,1574,gp0.3,11952.05
455,0.81,0,13.26,0,1577.02,gp0.3,11970.73
460,0.79,0,12.99,0,1580.31,gp0.3,11989.03
465,0.73,0,13.28,0,1582.59,gp0.3,12005.89
470,0.51,0,12.47,0,1586.1,gp0.3,12022.38
475,0.81,0,12.21,0,1588.81,gp0.3,12038.59
480,0.83,0,12.27,0,1592.33,gp0.3,12054.04
485,0.65,0,11.64,0,1596.09,gp0.3,12070
490,0.73,0,11.5,0,1598.71,gp0.3,12085.09
495,0.59,0,11.09,0,1602.68,gp0.3,12099.76
500,0.68,0,11.36,0,1606.11,gp0.3,12113.42
505,0.81,0,10.66,0,1609.3,gp0.3,12127.4
510,0.67,0,9.95,0,1613.59,gp0.3,12140.4
515,0.56,0,10.82,0,1615.46,gp0.3,12153.37
520,0.62,0,10.2,0,1619.04,gp0.3,12165.79
525,0.72,0,9.52,0,1621.81,gp0.3,12178.53
530,0.64,0,9.84,0,1623.63,gp0.3,12189.98
535,0.61,0,10.25,0,1625.32,gp0.3,12201.38
540,0.91,0,9.82,0,1627.89,gp0.3,12212.81
545,0.67,0,8.75,0,1630.71,gp0.3,12224.4
550,0.63,0,8.77,0,1632.42,gp0.3,12235.8
555,0.58,0,9.03,0,1634.46,gp0.3,12246.6
560,0.61,0,8.27,0,1637.47,gp0.3,12257.16
565,0.72,0,8.58,0,1639.63,gp0.3,12267.91
570,0.64,0,8.38,0,1642.43,gp0.3,12278.28
575,0.48,0,8.29,0,1644.94,gp0.3,12288.35
580,0.67,0,8.03,0,1647.17,gp0.3,12298.39
585,0.55,0,8.52,0,1648.64,gp0.3,12307.89
590,0.62,0,7.58,0,1651.43,gp0.3,12317.97
595,0.54,0,7.8,0,1652.86,gp0.3,12326.94
600,0.72,0,7.57,0,1654.42,gp0.3,12336.45
0,10000,1800,0,0,0,gp0.4,0
5,10000,1800,0,0,0,gp0.4,0
10,10000,1793.88,0,0,0,gp0.4,0
15,9999.51,1781.57,0,0,0,gp0.4,0
20,9989.69,1770.04,0,0,0,gp0.4,0
25,9963.88,1757.52,0,0,0,gp0.4,0.01
30,9918.78,1744.88,0,0,0,gp0.4,2.06
35,9850.47,1731.92,0,0,0,gp0.4,13.53
40,9766.34,1718.8,0,0,0,gp0.4,37.33
45,9667.28,1705.8,0,0,0,gp0.4,74.66
50,9554.44,1693.27,0,0,0,gp0.4,126.25
55,9425.96,1679.83,0,0,0,gp0.4,191.54
60,9285.17,1666.84,0,0,0,gp0.4,270.24
65,9126,1653.17,0.5,0,0,gp0.4,361.07
70,8952.37,1632.26,7.48,0,0,gp0.4,466.73
75,8762.78,1599.37,26.91,0,0,gp0.4,586.11
80,8558.46,1554.28,59.16,0,0,gp0.4,719.5
85,8339.29,1494.36,105.86,0,0,gp0.4,867.24
90,8104.66,1419.93,166.77,0,0,gp0.4,1027.37
95,7856.39,1333.03,240.95,0,0,gp0.4,1202.4
100,7591.81,1233.41,328.19,0,0,gp0.4,1389.05
105,7317.98,1120.09,429.43,0,0,gp0.4,1588.74
110,7030.46,993.81,544.08,0,0,gp0.4,1803.76
115,6729.1,852.71,674.39,0,0,gp0.4,2029.27
120,6421.89,697.35,818.59,0,0,gp0.4,2267.96
125,6100.4,529.41,976.28,0,0,gp0.4,2518.34
130,5769.92,350.49,1145.79,0,0,gp0.4,2781
135,5429.06,161.43,1326.34,0,0,gp0.4,3055.14
140,5078.4,19.52,1461.11,0,0,gp0.4,3336.07
145,4702.57,0,1474.67,0,0,gp0.4,3627.24
150,4310.22,0,1468.65,0,0,gp0.4,3927.64
155,3890.91,0,1462.38,0,0,gp0.4,4235.52
160,3449.48,0,1456.22,0,0,gp0.4,4553.03
165,2979.58,0.01,1452.3,0,0,gp0.4,4880.65
170,2468.11,0.03,1451.42,0,0.01,gp0.4,5222.98
175,1875.75,0,1450.24,0,1.19,gp0.4,5573.58
180,1201.2,0.01,1443.48,0,10.58,gp0.4,5937.85
185,490.14,0.01,1423.48,0,35.78,gp0.4,6312.56
190,98.02,0,1386.27,0,79.12,gp0.4,6695.02
195,29.09,0,1333.93,0,136.85,gp0.4,7047.82
200,17.78,0.01,1273.39,0,203.26,gp0.4,7357.46
205,13.74,0,1209.5,0,273.5,gp0.4,7633.11
210,11.27,0.03,1141.78,0,348.37,gp0.4,7881.85
215,8.82,0,1069.43,0,427.82,gp0.4,8109.72
220,8.03,0.02,996.23,0,507.74,gp0.4,8321.28
225,6.06,0,923.61,0,586.83,gp0.4,8511.33
230,5.61,0.01,851.79,0,664.85,gp0.4,8683.61
235,5.03,0,782.52,0,739.37,gp0.4,8840.88
240,4.4,0,712.34,0,813.45,gp0.4,8985.8
245,4.2,0,645.86,0,883.49,gp0.4,9120.58
250,3.5,0.01,580.07,0,953.46,gp0.4,9246.51
255,3.24,0,517.55,0,1019.44,gp0.4,9362.77
260,3.49,0,456.64,0,1082.71,gp0.4,9474.83
265,2.72,0,399.47,0,1142.49,gp0.4,9577.69
270,2.41,0.01,344.02,0,1200.36,gp0.4,9673.84
275,2.44,0,293.27,0,1253.71,gp0.4,9764.11
280,2.81,0,245.49,0,1302.93,gp0.4,9849.78
285,2.13,0,204.12,0,1346.94,gp0.4,9929.28
290,2.17,0.02,170.64,0,1382.15,gp0.4,10003.56
295,1.78,0.02,139.78,0,1414.76,gp0.4,10074.76
300,1.95,0,116.95,0,1439.41,gp0.4,10140.63
305,1.85,0,97.9,0,1459.78,gp0.4,10202.78
310,1.6,0,81.83,0,1477.02,gp0.4,10260.72
315,1.69,0,69.76,0,1490.57,gp0.4,10316.99
320,1.57,0,60.76,0,1501.84,gp0.4,10368.29
325,1.71,0,53.68,0,1510.06,gp0.4,10417.68
330,1.42,0,46.38,0,1518.44,gp0.4,10464.24
335,1.4,0,44.16,0,1521.44,gp0.4,10508.7
340,1.23,0,39.12,0,1526.49,gp0.4,10550.9
345,0.97,0,35.87,0,1529.09,gp0.4,10591.21
350,1.15,0,32.96,0,1531.64,gp0.4,10628.3
355,1.06,0,31.34,0,1532.49,gp0.4,10662.97
360,1.12,0,28.84,0,1535.16,gp0.4,10697.29
365,1.06,0,26.89,0,1537.87,gp0.4,10728.92
370,0.9,0,25.57,0,1539.8,gp0.4,10760.48
375,0.98,0,24.06,0,1541.49,gp0.4,10790.54
380,0.94,0,23.07,0,1543.44,gp0.4,10818.95
385,0.93,0,22.74,0,1544.66,gp0.4,10845.21
390,1.08,0,20.67,0,1547.04,gp0.4,10871.78
395,0.73,0,19.88,0,1548.81,gp0.4,10897.8
400,0.99,0,18.78,0,1551.2,gp0.4,10922.27
405,0.98,0,17.79,0,1553.27,gp0.4,10945.72
410,0.89,0,17.8,0,1554.59,gp0.4,10967.86
415,0.87,0,17.03,0,1556.05,gp0.4,10989.47
420,0.83,0,16.05,0,1558.21,gp0.4,11010.86
425,0.72,0,16.53,0,1559.19,gp0.4,11030.84
430,0.71,0,14.99,0,1562.5,gp0.4,11050.87
435,0.83,0,15.49,0,1564.18,gp0.4,11069.96
440,0.83,0,14.64,0,1568.04,gp0.4,11088.4
445,0.91,0,13.72,0,1571.68,gp0.4,11106.34
450,0.72,0,13.54,0,1574,gp0.4,11123.94
455,0.81,0,13.26,0,1577.02,gp0.4,11140.74
460,0.79,0,12.99,0,1580.31,gp0.4,11157.33
465,0.73,0,13.28,0,1582.59,gp0.4,11173.33
470,0.51,0,12.47,0,1586.1,gp0.4,11189
475,0.81,0,12.21,0,1588.81,gp0.4,11204.07
480,0.83,0,12.27,0,1592.33,gp0.4,11218.95
485,0.65,0,11.64,0,1596.09,gp0.4,11233.8
490,0.73,0,11.5,0,1598.71,gp0.4,11248.01
495,0.59,0,11.09,0,1602.68,gp0.4,11261.52
500,0.68,0,11.36,0,1606.11,gp0.4,11275.44
505,0.81,0,10.66,0,1609.3,gp0.4,11288.58
510,0.67,0,9.95,0,1613.59,gp0.4,11301.03
515,0.56,0,10.82,0,1615.46,gp0.4,11314.01
520,0.62,0,10.2,0,1619.04,gp0.4,11325.35
525,0.72,0,9.52,0,1621.81,gp0.4,11337.23
530,0.64,0,9.84,0,1623.63,gp0.4,11348.89
535,0.61,0,10.25,0,1625.32,gp0.4,11360.7
540,0.91,0,9.82,0,1627.89,gp0.4,11371.96
